Gene Start (bp)	Associated Gene Name
120492519	RP11-775B15.3
228754979	RNA5S5
71496181	RP11-510M2.2
142583780	AL360007.1
190394119	HSP90AA4P
7796490	TMEM261
142847592	RP11-440G9.1
133772402	AC005355.1
120630402	RP11-99I9.2
29432373	UBDP1
228757194	RNA5S6
143069580	RP1-67K17.3
34775202	IFNGR2
1606966	PSMG3
145998499	ZNF34
133835869	RNU6-456P
120724070	RN7SKP153
70070478	RP11-589F5.3
228759414	RNA5S7
74000126	RPSAP41
29715613	Y_RNA
120874902	RN7SL396P
133842243	AC005355.2
19473060	CDH18
143109260	RP1-67K17.4
7866288	PNPLA4
70156112	CDH12P1
65337708	SLC51B
31770617	HSPA1A
3452930	RP11-121L11.3
29442802	MAS1LP1
29715969	IFITM4P
31212003	MIR4420
120879659	KB-1471A8.1
228761656	RNA5S8
143267184	RP11-439L18.2
136204565	Y_RNA
143154493	RP11-782C8.4
29457048	RPS17P1
67551759	AC023115.4
105865861	RP11-332H14.1
31283225	RP5-1125N11.1
143163750	MIR3118-2
143271348	RP11-439L18.1
228763895	RNA5S9
136205827	RP11-244N20.7
143188828	RP11-782C8.3
70328995	RP11-195E2.4
133853501	RN7SL541P
228766137	RNA5S10
120903372	RNA5SP277
71547766	RP11-510M2.6
74001685	EIF3EP1
39760142	DAAM2
190580759	RP11-462G22.1
29465286	XXbac-BPG13B8.10
31297075	RP1-65J11.1
105940667	AC012360.4
69617632	SNORA77
143287558	RP11-439L18.3
22921512	AC005682.7
121064419	RP11-760H22.2
5265784	CTD-2643I7.1
3496343	RP11-121L11.2
74032560	SDCBP2P1
67789199	AC007422.1
228768378	RNA5S11
69659924	RNA5SP398
71573737	RP11-510M2.5
74037247	PAICSP3
69683531	RP11-253M7.6
88124461	MTATP8P2
133970529	RNU6-1311P
228770618	RNA5S12
71597333	RNU6-1061P
29497197	LINC01015
56396408	OR5M12P
123540138	IL21-AS1
99235865	GS1-259H13.7
134036862	RNU6-1164P
143360562	RP1-45I4.3
121647798	CTC-820M8.1
71599692	RP11-432I5.1
136216251	SNORD24
134051173	RNU6-757P
228772843	RNA5S13
143211628	RP11-782C8.5
126390949	RP11-605F14.2
69689243	RP11-253M7.1
101786898	ARL1
143415171	RP1-45I4.2
3596325	CTD-2012M11.3
54650401	RPL39P33
134140468	CTB-2L9.1
31316670	RN7SKP91
121773493	RP11-713M15.1
29756044	HLA-V
228775084	RNA5S14
105950484	RP11-332H14.2
31331005	RP1-65J11.5
5312991	OR51AB1P
74079427	OOEP-AS1
136216950	SNORD36B
71657611	RP11-432I5.2
134198781	AC006077.4
56400640	OR5AP1P
4012822	CTD-2287N17.1
74082831	RPL39P3
70370052	RP11-195E2.1
121824459	RP11-713M15.2
228777315	RNA5S15
71688930	RP11-432I5.6
69698780	Y_RNA
143619907	RP1-95L4.2
31408535	SNORD103A
126485277	RCC2P4
105979495	AC012360.6
29505481	GPR53P
69726805	RP11-253M7.3
56405463	AP002517.1
71699994	RNU6-208P
228779556	RNA5S16
31421964	SNORD103B
88268128	AC108479.1
121925305	RP11-369K17.1
123651703	CETN4P
54946308	RP11-670E13.2
29520996	OR2I1P
71732470	SNORA70D
56436493	OR2AH1P
4033826	CTD-2383I20.1
74100761	RPS6P8
16142117	LINC00905
31441011	SNORD85
122081628	AC011626.1
74682150	INO80B
71757083	RP11-432I5.8
228781787	RNA5S17
126921215	Y_RNA
122125598	RP11-369K17.2
31509581	RP11-201O14.1
5326206	AC104389.28
136217311	SNORD36A
134258993	CTB-36O1.7
126940037	RP11-305F5.2
128074449	RNU6-1147P
71760878	RP11-432I5.4
29541686	OR2H5P
69750281	U3
122198998	AC027238.1
7716972	RNU6ATAC37P
102427557	WBP1LP5
54948531	RNU6-1158P
128146706	AC068282.3
228783659	RNA5SP18
56457941	RP11-59K5.1
69750861	RP11-253M7.4
4135795	CTD-2008N3.1
122392377	RPL35AP19
139236276	RBP1
54962000	RP11-670E13.3
228744885	DUSP5P1
31523719	RP11-201O14.2
134259813	MTND6P4
168690605	MIR585
54966241	RP11-670E13.5
74103636	snoU13
102443357	AC140725.7
31782890	HSPA1B
94211441	IDE
136217702	SNORD36C
42891171	CNFN
74142707	AC019205.2
9406169	IPO7
128181113	MIR4783
56503792	RP11-100N3.2
54968631	MIR3614
65345679	RASL12
29545236	TMEM183AP1
133674215	MIR450B
143648412	RP1-95L4.3
67792736	AC010987.5
122555137	AC022909.1
123736926	RP11-170N16.1
126959811	RNU6-1047P
8137989	VCX2
74173796	RNU6-975P
55017293	RP5-1107A17.3
168979453	RNU6-477P
31567834	SEPW1P
102467008	OR4G2P
133674371	MIR450A1
74186781	AL603910.1
68023186	AC010987.6
106462990	AC009505.2
89648854	RP11-61G23.2
123748169	AC021205.1
228788183	SNORA51
169199970	CTB-37A13.1
74197315	Metazoa_SRP
56507655	OR9G3P
122651533	HAS2-AS1
133674538	MIR450A2
55029025	RP5-1107A17.2
123761498	RP11-170N16.2
136476920	LL09NC01-254D11.1
127002924	RP11-88I21.1
7811735	AC092580.3
74201748	RP11-505P4.6
228823162	FTH1P2
102411048	Y_RNA
69755365	RP11-279F6.1
29550026	SNORD32B
11831916	TAMM41
123803033	RP11-170N16.3
133675371	MIR542
102495088	FAM138E
127041150	RP11-88I21.2
14176964	RNU7-153P
88272175	AC108479.2
134260338	MTND5P11
70384459	snoU13
29550285	RPL13AP
74233341	RP11-505P4.7
128221218	AC010976.2
102460938	RP4-635G19.1
173834760	SNORD78
70398725	RP11-1280N14.3
31581035	RP11-490K7.1
94561782	RP11-74K11.2
33429778	RGL2
75890684	KRR1
55060110	RP5-1107A17.4
173890208	RNA5SP67
123928727	AC109357.1
143663383	RP1-95L4.4
134262350	MTND4P12
56518499	OR9G2P
228912059	RP4-799G3.1
133677367	MIR503HG
190625035	RP11-462G22.2
4436963	RP11-445O3.3
173938456	RNA5SP68
74236467	RP11-505P4.5
55080344	AC007114.1
228993757	RP4-799G3.2
124181104	CTB-51E13.1
29603837	SUMO2P1
229177918	ISCA1P2
94665926	RP11-1105G2.4
173978405	RC3H1-IT1
71792305	SNORD71
74328069	RPS27P15
55122839	RNF126P1
190630693	RNU1-51P
14190064	Y_RNA
143707718	RP1-20N2.7
143243809	RP11-782C8.6
16145586	SNX33P1
134263720	MIR4461
56542737	OR5G1P
71867690	RP11-417N10.3
14345285	RNU6-397P
94754996	RN7SL330P
1411129	BRSK2
136519708	DBH-AS1
36723638	MTND4P18
124411423	RP11-381N20.2
173991647	RP11-160H22.3
68250826	AC079112.1
74403626	RP11-553A21.3
190701490	AF146191.4
29675902	ZDHHC20P1
94817520	RBMS2P1
21224301	APOB
89684285	CTD-2373J6.1
169455492	MIR378E
102513500	LL0XNC01-177E8.2
7865932	AC092580.4
31736092	RP11-490K7.4
229228562	RP5-1065P14.2
56557682	OR5G4P
5336002	OR51B3P
89433932	RP11-313I2.2
106575540	AC009505.4
124426434	RP11-381N20.1
143757353	TUBB8P2
16162739	OR1AB1P
143245164	RP11-782C8.7
122684013	RP11-3G20.1
68352397	AC017083.2
169567668	KRT18P41
174059274	RPL30P1
29690758	HCG4P11
71915456	RP11-498D10.3
143245823	RP11-782C8.8
94885322	RP11-778J16.3
229359208	RP5-1061H20.5
143770946	RNA5SP221
89456650	RP11-313I2.13
70428820	CDH12P4
17802278	DCAF16
122691366	RP11-3G20.2
4452043	RP11-445O3.2
36727544	SNORA40
94909252	RN7SL483P
71952815	RP11-498D10.5
16176547	CTD-2231E14.4
8432871	VCX3B
88310621	snoU13
74714236	TXNP7
134263729	MIR4461
229394028	RP5-1061H20.4
143342844	RP11-435B5.1
94914866	RP11-778J16.2
124571422	LINC01091
29694378	HLA-F-AS1
122896963	RP11-785H20.1
136627017	AL590710.1
56569332	OR5G5P
52751387	RP11-552J9.13
68406965	RP11-474G23.2
143806116	RP1-20N2.6
36810649	NAMPTL
134264083	CTB-36O1.3
65624597	MUS81
16214571	CTD-2231E14.5
94942017	SUCLG2P2
36461669	STK38
5351822	OR51B8P
122966879	RP11-398G24.2
102500051	MIR1302-11
31735249	VARS
190739823	AF250324.1
31805914	RP11-266K22.2
229406674	RP5-1061H20.3
89464185	RP11-313I2.5
143343559	RP11-435B5.2
10644584	CTC-297N7.9
169618583	CTB-27N1.1
106795998	AC018878.3
174084438	RP11-160H22.5
16234471	CTD-2231E14.8
190802670	RP11-463J17.1
52764990	RP11-552J9.14
229455150	RP4-803J11.2
123103719	MRPS36P3
70435716	GUSBP9
7875776	AC092580.2
31960436	RP11-439L8.2
229518875	RNU6-180P
123426571	RP11-94A24.1
14372250	AC021760.1
88315873	RNU2-63P
31970419	RNU6-40P
106863825	AC092106.2
74779167	RP11-554D15.1
229546247	RN7SKP276
94955565	MIR5700
14547891	RP11-776K3.1
36914943	Y_RNA
190894754	MLLT10P2
31971841	RP11-439L8.3
123497754	RP11-96B2.1
229560767	RP5-1068B5.1
52777574	RP11-552J9.15
89705817	AC093510.1
190901057	AF146191.8
37229037	RP11-322I2.1
16297087	CTD-2562J15.4
14710947	MIR383
31984036	RP11-439L8.4
213775727	AC108066.1
94984597	LSM3P2
89485953	UBTFL2
143811652	VDAC1P8
56615954	AP000479.1
77036134	HMGA1P5
5375922	AC104389.31
123682624	LINC01151
102821598	KAZALD1
14736566	CTD-2023J5.1
136890561	LINC00094
32037186	RP11-73M7.1
174169267	snoU13
46092976	GPBP1L1
213790981	MIR4776-2
4512375	RP11-445O3.1
31789757	C6orf48
16394170	CTD-2562J15.6
74991982	RP11-9G10.1
174317403	AL022400.1
37233039	MKNK2P1
29756937	HCG4
123683530	snoU13
95227923	KRT19P2
89487150	RP11-313I2.11
214017694	RP11-105N14.1
102602390	LL0XNC01-105G4.3
174336243	RP4-809F4.1
77039484	RP11-399K21.11
56738325	OR5AK3P
79852574	ANKRD34B
128229810	RNU4-48P
143875462	RP11-436I24.1
69857063	RP11-279F6.2
5383845	AC104389.32
75239964	RP11-554D15.3
123712508	RP11-973F15.2
29694446	RPL23AP1
143347958	RP11-435B5.3
128383572	RP11-286H15.1
229576031	RP5-1068B5.3
15182805	RP11-782K4.1
89498052	RP11-313I2.6
174725988	BANF1P4
134374528	CTC-276P9.1
214020530	RP11-105N14.3
52799880	RP13-77O11.7
190903678	TUBB7P
42905659	LIPE
56785575	OR5AK1P
37283951	ARL6IP1P2
123781513	AC016405.1
85101841	RP11-484D4.3
229644248	RP4-613A2.1
169735705	CTB-114C7.4
16509477	RN7SL844P
144179199	RP3-468K18.6
29709508	MICE
89499608	RP11-313I2.10
153019030	MYCT1
37424165	RNU6-811P
69884468	RP11-279F6.3
214131719	RP11-105N14.2
56796883	OR5BQ1P
175785830	EI24P1
16523495	CTD-2013N17.1
174818805	NDUFAF4P4
229670811	RNU4-21P
5451883	OR51K1P
52810501	RP13-77O11.8
75320165	RP11-554D15.2
144357755	RP3-340H11.2
88382038	MIR4780
57520715	CTNND1
37529815	RP11-20F24.2
65369154	KBTBD13
128556477	RNY4P7
77048091	RP11-399K21.5
229685652	RNA5SP78
32109650	RP11-73M7.6
56804912	OR5AK4P
124666078	AC096732.2
214141276	AC079610.2
128587321	Y_RNA
102752451	LL0XNC01-250H12.3
106869687	AC092106.1
229706279	HMGN2P19
29765389	HLA-P
123792210	RP11-44N11.2
214622791	MIR4438
27051366	TLCD1
124666905	RPL21P50
77142151	SPA17P1
169758433	CTB-114C7.3
56812566	OR5AO1P
75352100	RP11-554D15.4
102873433	AL049610.1
88529088	RNY4P15
144438986	AL031390.1
7876569	AC092580.1
174861554	RP1-102G20.2
89510149	TRIM64DP
15379393	AC091559.1
229824746	RP11-108F13.2
215114764	AC107218.3
90326807	CTD-2266L18.1
124783015	RP11-107E21.1
123792999	RP11-44N11.3
37537046	ATP8A2P1
102881004	TCEAL3-AS1
70023079	AC009677.1
75429462	AL590684.1
56823062	OR5BP1P
52830424	RP13-77O11.12
144457587	MRPL42P3
70077754	AC021818.1
123819985	RP11-44N11.1
75558793	RP11-560O20.1
229840981	HMGB1P26
65385338	UBAP1L
57093077	RP11-872D17.4
85258751	AC104169.1
15546423	RP11-235P11.1
18368779	RNF144B
70095655	RP11-19J5.1
128601127	RP5-935K16.1
174866095	RABGAP1L-IT1
85599477	MIR4423
215145362	RPL5P8
57096333	snoU13
128602810	RNU6-395P
85729979	Y_RNA
75994730	RP1-234P15.4
70113095	RP11-19J5.2
134456216	CTC-276P9.2
102906663	RP5-1055C14.6
57127196	AP000781.1
174891244	RP1-102G20.4
123858930	AC016405.2
144521584	TPT1P4
128604310	AC006011.4
69887374	RP11-813N20.2
124983617	RP11-728C8.1
37586326	RN7SL314P
85742398	RP11-131L23.1
88594111	AC012671.3
230011297	RP11-286M16.1
57217656	RNA5SP341
123989266	RP11-557C18.4
5489716	OR51A10P
134460070	CTC-276P9.3
68457058	AC017083.1
90519236	RP11-414H23.2
57219163	RN7SKP259
4640844	CTD-2318H23.1
70127573	LINC00593
94830053	SERPINA2P
124014800	RP11-557C18.3
21178890	ANKRD29
89519113	RP11-358N4.3
16551757	CTD-2013N17.4
32110295	RP11-73M7.9
68480002	RP11-474G23.3
190936293	RNA5SP174
88606879	snoU13
57243966	RP11-624G17.3
16650499	RN7SL146P
77160759	ZNF503-AS2
15663658	PPM1AP1
29716066	HCG9P5
94896970	RP11-349I1.2
144578170	RP1-91J24.1
90522292	RP11-414H23.3
26442061	AL138815.1
190938851	RNA5SP175
124056957	RNY4P5
106905259	AC114755.2
68500236	AC017083.3
1727755	ELFN1
32224261	MIR4254
230138477	RP11-552D4.1
85750293	AL590113.1
69893549	RP11-813N20.3
76028817	HMGB1P39
16653434	CTD-3222D19.7
39308564	ADAM3A
190942562	DUX4L9
124135346	HMGB1P19
68588346	AC015969.3
29718148	Y_RNA
95100042	ADIPOR1P2
17812525	NCAPG
143060992	RP11-563K23.1
57278032	Y_RNA
85900858	Y_RNA
89522580	RP11-358N4.5
102501356	WASH3P
32254731	RP11-84A19.3
29718506	IFITM4P
190959071	RARRES2P4
169816497	CTD-2270F17.1
125070532	CTD-2325B11.1
26452422	AL138815.2
85932978	RP11-131L23.2
174904084	RP1-102G20.5
57343765	RPS4XP13
143076785	AC093673.5
16662584	CTD-3222D19.11
89553250	RP11-358N4.6
32307620	RP11-84A19.2
70371711	MIR629
55552631	OR9R1P
169910810	CTB-147C13.1
144632835	RP1-91J24.3
86044183	RP11-290M5.4
134571924	CTC-349C3.2
29768168	RPL7AP7
102942212	MORF4L2-AS1
8026901	AC007463.2
26618735	SHISA2
230184929	BX323860.1
68672842	AC127383.1
16676362	CTD-3222D19.10
70485575	RNU6-745P
29719742	XXbac-BPG170G13.32
86057963	SNORD81
29161343	CTD-2349P21.11
125356905	RP11-93I21.2
128644130	RP11-395A13.2
32317514	RP11-84A19.4
144719095	RP11-106E7.1
230394440	RP5-956O18.2
153071933	VIP
55587666	OR10U1P
86064814	RP11-290M5.2
88664214	MRPL45P1
70487977	AC011648.1
29731035	XXbac-BPG170G13.31
124192551	U3
16697716	CTD-3222D19.5
76066930	RP11-415D17.3
32398621	RP4-534N18.2
128688901	AC012306.2
15800634	RP11-77B22.1
10648870	RP11-963H4.2
93749295	AC112693.2
1732446	AC074389.6
124193878	RP11-539E17.5
86349363	RNA5SP51
120751041	RNU6-1088P
16721222	CTC-429P9.2
55656323	OR6C69P
174965661	RNU6-307P
143104906	EPHA1-AS1
32517892	RP11-277A4.4
170066162	CTC-265N9.1
86495537	RP4-682E18.1
70613915	RP11-543G18.1
16741554	CTC-429P9.1
174991615	Y_RNA
29188861	RNU6-298P
124205115	RP11-539E17.3
215374920	VWC2L-IT1
29758731	HLA-V
68755373	AC130709.1
145027869	RP11-277I20.2
90566544	RNU4-90P
230416058	RP5-956O18.3
86869859	RP11-444C12.1
175013762	SDCCAG3P2
3101992	RP11-473M20.7
29190939	RP13-753N3.1
70796246	RP11-96C21.1
48929385	AF196779.12
19900883	RNU1-128P
32552550	MIR5585
145029242	RP11-277I20.3
89575165	TRIM53BP
57405497	AP000662.4
143354963	RP11-435B5.4
106921211	AC114755.4
230451438	AL691479.1
4773594	CTD-2161F6.3
8496915	KAL1
29283298	AC091177.1
70894463	RP11-64K10.1
55677534	OR6C72P
32636334	RP4-622L5.2
120807243	RPS27P25
16744614	CTC-429P9.3
215562451	ENSAP3
190962497	AGGF1P1
37414785	ANKRD30A
175172364	RP5-1114G22.2
145669894	AL356739.1
71041271	RP11-138H8.2
3758151	SPEF1
76108577	U3
103065314	Z73964.1
106961022	AC114755.3
124213412	FAM83A-AS1
230728406	RP11-543E8.1
29286583	RN7SL138P
5539671	AC087380.14
128824768	AC108059.1
76138123	MIR4463
103105726	RNA5SP511
145784374	RNU1-33P
29291953	RP11-848P1.3
175266216	RP5-1114G22.1
190979057	CLUHP4
36893961	ELMO1
143134127	TAS2R62P
87018308	RP4-651E10.3
230747755	RP11-543E8.2
90575914	RP11-213H15.1
76164660	RP11-415D17.4
103159243	RP11-370B6.1
16750778	CTC-429P9.5
106984665	AC114755.5
145810766	RP1-28C20.1
71060350	RP11-138H8.3
215674953	AC072062.1
32670370	RP4-622L5.7
4775589	CTD-2161F6.2
43231914	RP11-447H19.1
19909863	TRAPPC2P3
87036864	RP4-651E10.4
16823128	CTD-2538G9.3
125384018	TECRP2
70748487	KIAA1279
89586008	TRIM51BP
71083352	RP11-138H8.4
43274872	ZNF318
29777533	MICG
143185582	OR2R1P
76174839	RP11-415D17.1
55705619	OR6C5P
4831812	CTD-2161F6.1
175276354	RP3-518E13.2
57408671	MIR130A
190981535	U85056.4
10695376	RP11-963H4.5
88667312	RNU6-568P
15830824	RP11-77B22.2
55155659	RP11-166P13.3
190986388	U85056.3
230846444	RP11-99J16__A.2
57485516	AP000662.9
134734970	CTC-203F4.2
8062556	LINC00298
170174051	MIR4454
87071953	AL356270.1
124228028	MIR4663
29792350	HCG4P8
103165225	LL0XNC01-116E7.1
48970334	GPKOW
10698230	LINC00675
143229842	AC073264.10
125421097	RP11-93I21.3
43907604	AC011242.5
5548507	OR52V1P
42073346	AC073657.1
175507911	TNR-IT1
19921687	OFD1P1Y
215711671	SNORA70
44238203	TMEM151B
95228174	MIR492
124249092	UBA52P5
71088936	RPL29P30
88673658	AC012671.4
136919412	RP11-374P20.4
57633770	OR5BA1P
215711852	AC016708.2
69932113	RP13-644M16.5
55169506	RP11-166P13.4
55736625	OR6C7P
29758816	HCG4
230865626	RN7SL467P
95494307	RP11-129B9.2
63580860	C11orf84
190988796	DUX4L8
76183454	RNU1-34P
16133190	RP11-447G11.1
175846479	RP11-222A5.1
43287703	CTD-2636A23.2
146056706	RP3-466P17.1
52599480	MYO5A
4866634	CTD-2046I8.1
55489272	RN7SL437P
230955996	RNA5SP79
143242279	PAICSP5
95519536	RP11-129B9.1
134321980	KY
76209421	RPL26P20
128825374	Y_RNA
126283974	Y_RNA
215886722	AC072062.3
55599609	RP11-118E18.2
230959387	RP5-858B6.1
124275083	RNU6-628P
128879655	RN7SL206P
32697259	MTMR9LP
90598846	LUCAT1
126597873	RP11-399F2.2
4967877	CTD-2247C11.2
124278882	snoU13
87099956	CLCA3P
175873898	RP11-318C24.2
146058047	RP3-466P17.2
95669546	Y_RNA
128897366	AC108059.4
231010592	RP5-858B6.3
29768192	HLA-P
126602332	NUPL1P1
55678217	RP11-118E18.4
10752858	RP11-963H4.3
26706253	RNF6
106986180	AC114755.7
43999259	RN7SKP66
136944026	RP11-349K21.1
124300595	RP11-468O2.1
95680094	CBX3P5
175891111	RP11-318C24.1
44119829	RNU6-1048P
299546	ITFG3
76295838	RP11-474L11.3
103172005	LL0XNC01-116E7.2
55695469	RN7SL449P
81061205	AC144831.1
146136048	RP11-545I5.3
44293033	AC019129.1
216139715	AC073284.4
138743180	NHSL1
55762890	RNU7-134P
204100190	ETNK2
8147901	LINC00299
126644422	TMEM248P1
175937534	SCARNA3
71121469	RP11-138H8.7
231029887	RN7SL837P
216167489	snoU13
55770582	OR6C71P
5572892	OR52H2P
55849307	RP11-60A24.3
170293839	RN7SL623P
76302771	RNU6-1338P
231031178	snoU13
175986413	RP11-492I21.1
216300976	AC012462.1
44381928	RNU6-566P
81091900	AC139099.4
68462837	CCNB1
143377281	RP11-435B5.5
170323933	CTC-455F18.3
16232127	MRPL49P2
126991863	RP11-318I4.1
76320674	RP11-474L11.5
231124735	AL844165.1
71963441	PKD1L3
134786303	CTB-138E5.1
29817101	MICF
176176784	RP11-195C7.1
55866810	RN7SKP94
69990992	RP13-644M16.1
43336266	RP11-159F24.2
216318430	AC012462.2
231155574	MIR1182
120827349	RP1-166H1.2
29846367	HCG4P7
71141222	RP11-138H8.6
146492451	FUNDC2P3
128802016	PLK4
81159765	AC139099.6
136997364	LL09NC01-251B2.3
124354654	RNU6-875P
29770972	RPL7AP7
176200336	RP11-195C7.2
76353800	RNU6-1016P
127027294	RP11-318I4.2
55989694	RP11-343K8.3
231157357	RP11-423F24.3
124360274	MIR548D1
150488373	TMEM176B
76364686	RN7SKP163
29846825	HLA-H
216341390	AC012462.3
16461764	RP11-13N12.2
120888240	RPL31P52
146661556	RNA5SP222
55782229	OR6C66P
106998562	PLGLA
71151053	KRT8P9
76477776	RNU6-155P
29780342	MICG
124364421	DUTP2
146686067	RP1-69B13.2
231253577	RP5-1097F14.1
113161565	SPICE1
76574956	RNA5SP209
103182679	LL0XNC01-116E7.4
216395170	AC012668.1
176212998	RNU2-12P
29795162	HCG4P8
120928131	DYNLL1-AS1
128908728	AC108059.2
44393405	AC019129.2
81165854	AC139099.1
32965679	HLA-DPB1
76575681	snoU13
56066400	RP11-159D12.2
176241619	RP11-195C7.3
55790124	OR6C73P
162305049	FSTL5
69997069	RP13-644M16.3
76638230	Y_RNA
146915652	RP11-715G15.1
16534414	RP11-13N12.1
29820140	MICF
79922047	DHFR
32758669	HLA-DOB
76802551	RNU6-248P
29855071	HCG4P7
124412822	IMPDH1P6
81168296	AC139099.5
5582197	OR52B5P
137029561	RNU6ATAC
77156705	RNU6-261P
231319844	RP5-1097F14.3
128957475	DYNLT3P2
71355440	RPL5P3
112812800	TMEM87B
77232168	RP11-35J1.1
176274808	RP11-357J22.1
216397856	AC012668.2
44394764	RP11-559M23.1
88683013	RNU6-1168P
146960836	RNU6-734P
29855350	HLA-H
29855621	HLA-T
103197629	GHc-362H12.3
19949081	TCEB1P6
77267370	U6
55804263	PHC1P1
147123495	KATNBL1P6
88714417	RNU6-1007P
127484664	RBM48P1
137033891	LL09NC01-139C3.1
231417160	RNA5SP80
43484061	RP11-159F24.3
103216382	DPPA3P1
5587908	OR52T1P
77370203	RP11-354K4.1
88727597	AC012671.2
71439989	RP11-673C5.2
231611702	SNRPD2P2
34804792	TMEM50B
124575310	RP11-174I12.2
29865581	DDX39BP1
176336835	MORF4L1P7
120942374	Y_RNA
81174666	AC139099.3
124600999	RN7SKP155
94774767	MCTP2
19993979	CDY6P
36562145	SRSF3
176585404	PTP4A1P7
103230535	H2BFXP
127949262	Y_RNA
29866823	MCCD1P1
70010452	RP13-644M16.2
44466707	snoU13
127964585	RP11-810P8.1
137185777	RP11-145E17.2
124626465	CTD-2552K11.2
16912237	CTD-2538G9.6
77484700	RP11-354K4.2
44497760	AC013717.3
29883750	HCG4B
16954836	CTD-2538G9.5
127199533	RP11-59J16.1
42120283	PLA2G4B
231658134	RP11-295G20.2
216444130	AC012668.3
40534167	ZNF780B
78205836	RPS6P7
45009185	AC067957.1
29864431	HLA-T
16720709	RN7SL474P
17018272	RN7SL835P
143424141	MIR3118-3
170678870	RP11-546B8.3
29885447	HLA-K
5592477	HNRNPA1P53
17021303	RN7SL823P
43495175	EEF1A1P19
120960467	RPL29P24
16988690	RP11-468H14.2
143437327	BX004987.1
147163037	STXBP5-AS1
17119999	CTD-2528A14.1
124936999	RP11-245A18.1
127208396	RP11-59J16.2
4974803	CTD-2247C11.1
137271257	MIR4669
143498344	RP11-435B5.6
29874320	DDX39BP1
32752053	Y_RNA
103317106	LL0XNC01-240C2.1
43803478	MPL
176998499	MIR488
71457109	RP11-673C5.1
17162804	CTD-2528A14.3
134895267	CTC-321K16.1
137397318	RP11-473E2.2
87169185	RP4-612B15.3
124996378	FER1L6-AS1
32814795	RP4-811H24.9
65409717	PDCD7
88747726	FOXI3
29875560	MCCD1P1
17206228	CTD-2528A14.5
46913629	CCDC8
177155496	AL021398.1
127383547	AC023593.1
143527555	RP11-435B5.7
78646918	SNORD112
216476286	LINC00607
87250596	RP4-612B15.2
29891332	HLA-U
170710663	snoU13
143647014	RNVU1-1
20020635	USP9YP7
45147332	RP11-89K21.1
127682451	RNA5SP139
17263398	CTD-3032J10.2
79314184	RP3-390M24.1
177320722	RP1-35C21.1
29893760	HCG4B
70047378	RP13-644M16.4
170772347	RP11-546B8.1
127793916	RNU2-37P
32867710	GAPDHP20
17007810	RP11-468H14.1
79519432	RP11-173D14.3
29899233	HCG4P5
127794653	RUVBL1-AS1
134984273	CTC-321K16.4
143647638	RP6-206I17.1
29894236	HLA-K
55828521	RP11-110A12.2
128960935	AC017079.3
17082473	RP11-242F4.2
5593552	AC015691.13
71633466	RP11-592N21.1
29913778	HLA-W
177362423	RP1-35C21.2
127860718	RNU6-823P
79671213	AL356776.1
65926922	AC106827.2
121031818	RPL11P5
185463093	ZNF804A
125048251	RP11-959I15.4
135048808	AC009009.1
17288320	CTD-3032J10.4
142127377	DENND3
87397882	RP4-604K5.3
128081008	MIR1280
179405852	RP11-65L3.4
79777409	RP11-477E3.2
103891897	PHBP10
231727038	LINC00582
17317947	CTD-3032J10.3
137419028	RP11-473E2.4
135078151	AC011431.1
5740520	OR52U1P
87409368	RP4-604K5.2
125058314	FER1L6-AS2
128182437	DNAJB8-AS1
46969748	PNMAL1
179413611	RP11-65L3.2
121067908	RP11-728G15.1
177522005	AL122019.1
70047818	RP11-704M14.1
79943435	HMGN3-AS1
37560538	MED1
179441830	RP11-171I2.5
87510618	RP11-384B12.2
29927983	MICD
170786121	RN7SL339P
177669659	RP11-63B19.1
5034472	LINC01020
29901878	HLA-U
17327027	ADAM24P
179443517	RP11-171I2.2
231806381	RNU5A-5P
71634663	RP11-592N21.2
128208055	RP11-475N22.4
1855429	MAD1L1
87511558	RP11-384B12.3
79987822	RP11-46B11.2
170792599	RP11-117L6.1
125154129	RP11-959I15.1
232061580	DISC1-IT1
107087255	AC108868.3
29909852	HCG4P5
20024579	USP9YP6
201735630	PPIL3
71767826	AC108861.1
90608874	RP11-213H15.4
232295837	RP5-865N13.2
179481308	RP11-171I2.4
106967049	IGHV1-46
32831136	HLA-DMB
137444584	RP11-473E2.3
143670468	RNVU1-2
135136918	AC011431.2
29924373	HLA-W
70081626	RP11-704M14.2
29932284	HCG9
232310678	RP5-865N13.1
110562140	IFT81
143673129	RNU1-13P
135138674	MIR5692C1
43511160	RP11-159F24.6
104048595	RPL18AP14
179509444	RP11-171I2.3
80011680	Y_RNA
56154252	RP11-159D12.10
43515376	RP11-159F24.5
232357684	RP11-284L19.1
80036285	RP3-508D13.1
179588184	RP11-171I2.1
125164164	ARF1P3
106993814	IGHV3-48
5747732	OR52P1P
90650295	CTD-2061E19.1
232358612	RN7SL299P
56234389	MSX2P1
179641653	RP11-88L24.4
232835950	RNU6-1211P
107103824	CD8BP
32887580	RP11-395N6.4
143687097	RP6-206I17.2
17539087	MIR548V
29938578	MICD
29950408	DDX39BP2
137541231	COL5A1-AS1
80064160	RP1-232L24.2
